timestamp,ticker,expiration,days_to_expiry,avg_iv,total_open_interest,atm_call_price,underlying_price
2026-04-21 12:07:23.414880,AAPL,2026-04-22,0,1.101957962873592,40748,3.56,265.935
2026-04-21 12:07:23.502358,AAPL,2026-04-24,2,1.1812716823592275,170415,4.52,265.935
2026-04-21 12:07:23.609624,AAPL,2026-04-27,5,0.5250205151836689,9556,4.95,265.935
2026-04-21 12:07:23.688649,AAPL,2026-04-29,7,0.4889712700108119,33627,5.8,265.935
2026-04-21 12:07:23.772520,AAPL,2026-05-01,9,0.7173331449185886,64510,8.08,265.935
